Unnamed: 0,pre_proc,redux_func,n_components,dist,t,P1pp,P1_True,P1_len,P2pp,P2_True,P2_len,P3pp,P3_True,P3_len
181.0,escalaropt_std,_NMF,40,BrayCurtis,1267.4769451618195,0.007194244604316547,4,556,0.2469135802469136,140,567,0.2706766917293233,72,266
182.0,escalaropt_std,_NMF,45,BrayCurtis,1306.6845257282255,0.008992805755395683,5,556,0.2433862433862433,138,567,0.2330827067669173,62,266
183.0,escalaropt_std,_NMF,50,BrayCurtis,1331.3780791759489,0.0035971223021582736,2,556,0.2804232804232804,159,567,0.2669172932330827,71,266
184.0,escalaropt_std,_NMF,55,BrayCurtis,1371.6994318962095,0.007194244604316547,4,556,0.2522045855379189,143,567,0.2518796992481203,67,266
185.0,escalaropt_std,_NMF,60,BrayCurtis,1392.9161059856415,0.007194244604316547,4,556,0.25573192239858905,145,567,0.2669172932330827,71,266
186.0,escalaropt_std,_NMF,65,BrayCurtis,1420.6959829330444,0.00539568345323741,3,556,0.26278659611992944,149,567,0.2556390977443609,68,266
187.0,escalaropt_std,_NMF,70,BrayCurtis,1456.8533253669739,0.0017985611510791368,1,556,0.25925925925925924,147,567,0.2669172932330827,71,266
188.0,escalaropt_std,_NMF,80,BrayCurtis,1513.4862327575684,0.00539568345323741,3,556,0.2821869488536155,160,567,0.2593984962406015,69,266
189.0,escalaropt_std,_NMF,100,BrayCurtis,1639.8832759857178,0.007194244604316547,4,556,0.25396825396825395,144,567,0.2593984962406015,69,266
190.0,escalaropt_std,_NMF,120,BrayCurtis,1760.985770702362,0.007194244604316547,4,556,0.2522045855379189,143,567,0.2593984962406015,69,266
191.0,escalaropt_std,_NMF,150,BrayCurtis,1952.0183234214785,0.00539568345323741,3,556,0.2028218694885361,115,567,0.2293233082706767,61,266
192.0,escalaropt_entropy,_NMF,10,BrayCurtis,1059.3712084293363,0.00539568345323741,3,556,0.16225749559082892,92,567,0.2255639097744361,60,266
193.0,escalaropt_entropy,_NMF,20,BrayCurtis,1135.7353429794314,0.008992805755395683,5,556,0.20987654320987653,119,567,0.2255639097744361,60,266
194.0,escalaropt_entropy,_NMF,30,BrayCurtis,1207.2704951763153,0.007194244604316547,4,556,0.2469135802469136,140,567,0.2556390977443609,68,266
195.0,escalaropt_entropy,_NMF,35,BrayCurtis,1239.667297124863,0.007194244604316547,4,556,0.3033509700176367,172,567,0.2819548872180451,75,266
196.0,escalaropt_entropy,_NMF,40,BrayCurtis,1265.3780336380005,0.007194244604316547,4,556,0.2469135802469136,140,567,0.2706766917293233,72,266
197.0,escalaropt_entropy,_NMF,45,BrayCurtis,1309.0057015419004,0.008992805755395683,5,556,0.2433862433862433,138,567,0.2330827067669173,62,266
198.0,escalaropt_entropy,_NMF,50,BrayCurtis,1328.3406455516815,0.0035971223021582736,2,556,0.2804232804232804,159,567,0.2669172932330827,71,266
199.0,escalaropt_entropy,_NMF,55,BrayCurtis,1373.3093085289,0.00539568345323741,3,556,0.25573192239858905,145,567,0.2556390977443609,68,266
200.0,escalaropt_entropy,_NMF,60,BrayCurtis,1397.4809019565582,0.00539568345323741,3,556,0.27336860670194,155,567,0.2669172932330827,71,266
201.0,escalaropt_entropy,_NMF,65,BrayCurtis,1416.9464085102081,0.00539568345323741,3,556,0.25925925925925924,147,567,0.2706766917293233,72,266
202.0,escalaropt_entropy,_NMF,70,BrayCurtis,1456.0896921157835,0.0017985611510791368,1,556,0.25573192239858905,145,567,0.2669172932330827,71,266
203.0,escalaropt_entropy,_NMF,80,BrayCurtis,1513.7324678897858,0.00539568345323741,3,556,0.2698412698412698,153,567,0.2819548872180451,75,266
